"year","var","val","n_sim","started"
2019,"project",-47110.2293385416,3,TRUE
2019,"counterfactual",-312174.703243196,3,TRUE
2019,"additionality",265064.473904654,3,TRUE
2020,"project",-20489.5435721725,3,TRUE
2020,"counterfactual",-206457.042878784,3,TRUE
2020,"additionality",185967.499306612,3,TRUE
2021,"project",-15469.3433823436,3,TRUE
2021,"counterfactual",-146550.01931946,3,TRUE
2021,"additionality",131080.675937116,3,TRUE
1991,"project",-38673.3584558964,4,FALSE
1991,"counterfactual",-13535.6754595712,4,FALSE
1991,"additionality",-25137.6829963252,4,FALSE
1992,"project",0,4,FALSE
1992,"counterfactual",0,4,FALSE
1992,"additionality",0,4,FALSE
1993,"project",0,4,FALSE
1993,"counterfactual",0,4,FALSE
1993,"additionality",0,4,FALSE
1994,"project",0,4,FALSE
1994,"counterfactual",-3867.33584558219,4,FALSE
1994,"additionality",3867.33584558219,4,FALSE
1995,"project",0,4,FALSE
1995,"counterfactual",-11602.0075367689,4,FALSE
1995,"additionality",11602.0075367689,4,FALSE
1996,"project",0,4,FALSE
1996,"counterfactual",0,4,FALSE
1996,"additionality",0,4,FALSE
1997,"project",0,4,FALSE
1997,"counterfactual",0,4,FALSE
1997,"additionality",0,4,FALSE
1998,"project",-33244.415453136,4,FALSE
1998,"counterfactual",-41759.8907229155,4,FALSE
1998,"additionality",8515.47526977956,4,FALSE
1999,"project",-15469.343382366,4,FALSE
1999,"counterfactual",-7734.67169117928,4,FALSE
1999,"additionality",-7734.67169118673,4,FALSE
2000,"project",-15469.3433823586,4,FALSE
2000,"counterfactual",-13535.6754595563,4,FALSE
2000,"additionality",-1933.66792280227,4,FALSE
2001,"project",-13535.6754595712,4,FALSE
2001,"counterfactual",-19336.6792279556,4,FALSE
2001,"additionality",5801.00376838446,4,FALSE
2002,"project",-29733.4194957614,4,FALSE
2002,"counterfactual",-20065.0798817948,4,FALSE
2002,"additionality",-9668.33961396664,4,FALSE
2003,"project",-61877.3735294417,4,FALSE
2003,"counterfactual",-43117.1264735833,4,FALSE
2003,"additionality",-18760.2470558584,4,FALSE
2004,"project",0,4,FALSE
2004,"counterfactual",-1933.66792279482,4,FALSE
2004,"additionality",1933.66792279482,4,FALSE
2005,"project",-6953.86811260879,4,FALSE
2005,"counterfactual",-7734.67169117928,4,FALSE
2005,"additionality",780.803578570485,4,FALSE
2006,"project",-21846.7793228328,4,FALSE
2006,"counterfactual",-56076.3697610497,4,FALSE
2006,"additionality",34229.5904382169,4,FALSE
2007,"project",-90882.3923713639,4,FALSE
2007,"counterfactual",-74632.2454104275,4,FALSE
2007,"additionality",-16250.1469609365,4,FALSE
2008,"project",-7734.67169116437,4,FALSE
2008,"counterfactual",-5801.00376837701,4,FALSE
2008,"additionality",-1933.66792278737,4,FALSE
2009,"project",-14866.7097478956,4,FALSE
2009,"counterfactual",-19336.6792279556,4,FALSE
2009,"additionality",4469.96948006004,4,FALSE
2010,"project",-27071.3509191275,4,FALSE
2010,"counterfactual",-9668.33961398154,4,FALSE
2010,"additionality",-17403.0113051459,4,FALSE
2011,"project",-6377.43594049662,4,FALSE
2011,"counterfactual",-14201.1926037148,4,FALSE
2011,"additionality",7823.75666321814,4,FALSE
2012,"project",-5801.00376837701,4,TRUE
2012,"counterfactual",-12843.9568530321,4,TRUE
2012,"additionality",7042.95308465511,4,TRUE
2013,"project",-48918.1302419826,4,TRUE
2013,"counterfactual",-142404.94797276,4,TRUE
2013,"additionality",93486.817730777,4,TRUE
2014,"project",-6173.06453401595,4,TRUE
2014,"counterfactual",-139150.726346605,4,TRUE
2014,"additionality",132977.661812589,4,TRUE
2015,"project",-29749.1403731927,4,TRUE
2015,"counterfactual",-177750.720707871,4,TRUE
2015,"additionality",148001.580334678,4,TRUE
2016,"project",-85710.2236998156,4,TRUE
2016,"counterfactual",-143893.1910353,4,TRUE
2016,"additionality",58182.9673354849,4,TRUE
2017,"project",-38558.0720214844,4,TRUE
2017,"counterfactual",-184101.955185995,4,TRUE
2017,"additionality",145543.88316451,4,TRUE
2018,"project",-94058.0096104071,4,TRUE
2018,"counterfactual",-220516.747585706,4,TRUE
2018,"additionality",126458.737975299,4,TRUE
2019,"project",-63004.0364112854,4,TRUE
2019,"counterfactual",-321827.321979754,4,TRUE
2019,"additionality",258823.285568468,4,TRUE
2020,"project",-18555.8756493777,4,TRUE
2020,"counterfactual",-216497.443258397,4,TRUE
2020,"additionality",197941.56760902,4,TRUE
2021,"project",-17403.0113051459,4,TRUE
2021,"counterfactual",-150212.983758569,4,TRUE
2021,"additionality",132809.972453423,4,TRUE
1991,"project",-30938.6867647097,5,FALSE
1991,"counterfactual",-31515.1189368293,5,FALSE
1991,"additionality",576.432172119617,5,FALSE
1992,"project",-665.517144158483,5,FALSE
1992,"counterfactual",0,5,FALSE
1992,"additionality",-665.517144158483,5,FALSE
1993,"project",0,5,FALSE
1993,"counterfactual",0,5,FALSE
1993,"additionality",0,5,FALSE
1994,"project",0,5,FALSE
1994,"counterfactual",-1933.66792280227,5,FALSE
1994,"additionality",1933.66792280227,5,FALSE
1995,"project",0,5,FALSE
1995,"counterfactual",-11602.0075367615,5,FALSE
1995,"additionality",11602.0075367615,5,FALSE
1996,"project",0,5,FALSE
1996,"counterfactual",0,5,FALSE
1996,"additionality",0,5,FALSE
1997,"project",-3867.33584559709,5,FALSE
1997,"counterfactual",0,5,FALSE
1997,"additionality",-3867.33584559709,5,FALSE
1998,"project",-39249.7906280085,5,FALSE
1998,"counterfactual",-45627.2265684977,5,FALSE
1998,"additionality",6377.43594048917,5,FALSE
1999,"project",-9668.33961396664,5,FALSE
1999,"counterfactual",-8311.10386328399,5,FALSE
1999,"additionality",-1357.23575068265,5,FALSE
2000,"project",-6377.43594048917,5,FALSE
2000,"counterfactual",-17403.0113051534,5,FALSE
2000,"additionality",11025.5753646642,5,FALSE
2001,"project",-23204.0150735378,5,FALSE
2001,"counterfactual",-23204.0150735453,5,FALSE
2001,"additionality",7.45058059692383e-09,5,FALSE
2002,"project",-25803.200140506,5,FALSE
2002,"counterfactual",-31001.5702743977,5,FALSE
2002,"additionality",5198.3701338917,5,FALSE
2003,"project",-54142.7018382475,5,FALSE
2003,"counterfactual",-40607.0263786837,5,FALSE
2003,"additionality",-13535.6754595637,5,FALSE
2004,"project",-8400.18883533031,5,FALSE
2004,"counterfactual",-10910.2889302447,5,FALSE
2004,"additionality",2510.10009491444,5,FALSE
2005,"project",-7734.67169118673,5,FALSE
2005,"counterfactual",-1933.66792280972,5,FALSE
2005,"additionality",-5801.00376837701,5,FALSE
2006,"project",-31515.1189368218,5,FALSE
2006,"counterfactual",-40607.0263786763,5,FALSE
2006,"additionality",9091.90744185448,5,FALSE
2007,"project",-79280.3848346025,5,FALSE
2007,"counterfactual",-50275.3659926802,5,FALSE
2007,"additionality",-29005.0188419223,5,FALSE
2008,"project",-13535.6754595563,5,FALSE
2008,"counterfactual",-6466.52091252804,5,FALSE
2008,"additionality",-7069.15454702824,5,FALSE
2009,"project",-15469.3433823511,5,FALSE
2009,"counterfactual",-16045.7755544782,5,FALSE
2009,"additionality",576.432172127068,5,FALSE
2010,"project",-21270.3471507654,5,FALSE
2010,"counterfactual",-19336.6792279407,5,FALSE
2010,"additionality",-1933.66792282462,5,FALSE
2011,"project",-2599.18506693095,5,FALSE
2011,"counterfactual",-7734.67169117928,5,FALSE
2011,"additionality",5135.48662424833,5,FALSE
2012,"project",-2510.10009492189,5,TRUE
2012,"counterfactual",-5801.00376839936,5,TRUE
2012,"additionality",3290.90367347747,5,TRUE
2013,"project",-29005.0188419148,5,TRUE
2013,"counterfactual",-147629.519569039,5,TRUE
2013,"additionality",118624.500727125,5,TRUE
2014,"project",-17979.4434772581,5,TRUE
2014,"counterfactual",-115485.565535367,5,TRUE
2014,"additionality",97506.1220581084,5,TRUE
2015,"project",-40365.972924903,5,TRUE
2015,"counterfactual",-163638.613076195,5,TRUE
2015,"additionality",123272.640151292,5,TRUE
2016,"project",-92202.9460747316,5,TRUE
2016,"counterfactual",-156276.002150662,5,TRUE
2016,"additionality",64073.0560759306,5,TRUE
2017,"project",-44359.0757898688,5,TRUE
2017,"counterfactual",-171037.906049043,5,TRUE
2017,"additionality",126678.830259174,5,TRUE
2018,"project",-79280.3848345801,5,TRUE
2018,"counterfactual",-218032.848953195,5,TRUE
2018,"additionality",138752.464118615,5,TRUE
2019,"project",-52093.7474810332,5,TRUE
2019,"counterfactual",-333712.305310093,5,TRUE
2019,"additionality",281618.55782906,5,TRUE
2020,"project",-16045.7755544782,5,TRUE
2020,"counterfactual",-197941.567609027,5,TRUE
2020,"additionality",181895.792054549,5,TRUE
2021,"project",-18671.1620837823,5,TRUE
2021,"counterfactual",-155437.555354856,5,TRUE
2021,"additionality",136766.393271074,5,TRUE
1991,"project",-36739.6905331016,6,FALSE
1991,"counterfactual",-21846.7793228626,6,FALSE
1991,"additionality",-14892.9112102389,6,FALSE
1992,"project",-665.517144158483,6,FALSE
1992,"counterfactual",0,6,FALSE
1992,"additionality",-665.517144158483,6,FALSE
1993,"project",0,6,FALSE
1993,"counterfactual",0,6,FALSE
1993,"additionality",0,6,FALSE
1994,"project",0,6,FALSE
1994,"counterfactual",-1933.66792278737,6,FALSE
1994,"additionality",1933.66792278737,6,FALSE
1995,"project",0,6,FALSE
1995,"counterfactual",-7734.67169118673,6,FALSE
1995,"additionality",7734.67169118673,6,FALSE
1996,"project",0,6,FALSE
1996,"counterfactual",0,6,FALSE
1996,"additionality",0,6,FALSE
1997,"project",0,6,FALSE
1997,"counterfactual",0,6,FALSE
1997,"additionality",0,6,FALSE
1998,"project",-23780.4472456425,6,FALSE
1998,"counterfactual",-44474.3622242734,6,FALSE
1998,"additionality",20693.9149786308,6,FALSE
1999,"project",-11602.0075367689,6,FALSE
1999,"counterfactual",-14112.1076316759,6,FALSE
1999,"additionality",2510.10009490699,6,FALSE
2000,"project",-6377.43594048172,6,FALSE
2000,"counterfactual",-11602.0075367615,6,FALSE
2000,"additionality",5224.57159627974,6,FALSE
2001,"project",-23204.0150735527,6,FALSE
2001,"counterfactual",-19336.6792279556,6,FALSE
2001,"additionality",-3867.33584559709,6,FALSE
2002,"project",-33537.8718316779,6,FALSE
2002,"counterfactual",-20578.6285442114,6,FALSE
2002,"additionality",-12959.2432874665,6,FALSE
2003,"project",-61877.3735294268,6,FALSE
2003,"counterfactual",-43117.1264735982,6,FALSE
2003,"additionality",-18760.2470558286,6,FALSE
2004,"project",-2599.18506696075,6,FALSE
2004,"counterfactual",-7042.9530846402,6,FALSE
2004,"additionality",4443.76801767945,6,FALSE
2005,"project",-5801.00376837701,6,FALSE
2005,"counterfactual",-7734.67169119418,6,FALSE
2005,"additionality",1933.66792281717,6,FALSE
2006,"project",-29581.4510140345,6,FALSE
2006,"counterfactual",-32872.3546875045,6,FALSE
2006,"additionality",3290.90367347002,6,FALSE
2007,"project",-65744.7093750164,6,FALSE
2007,"counterfactual",-59341.0719721615,6,FALSE
2007,"additionality",-6403.63740285486,6,FALSE
2008,"project",-13535.6754595786,6,FALSE
2008,"counterfactual",-9553.05317956209,6,FALSE
2008,"additionality",-3982.62228001654,6,FALSE
2009,"project",-21270.3471507356,6,FALSE
2009,"counterfactual",-25137.6829963326,6,FALSE
2009,"additionality",3867.33584559709,6,FALSE
2010,"project",-27736.8680632934,6,FALSE
2010,"counterfactual",-13535.6754595563,6,FALSE
2010,"additionality",-14201.1926037371,6,FALSE
2011,"project",-1933.66792279482,6,FALSE
2011,"counterfactual",-14112.1076316759,6,FALSE
2011,"additionality",12178.4397088811,6,FALSE
2012,"project",-6173.06453401595,6,TRUE
2012,"counterfactual",-8311.10386329144,6,TRUE
2012,"additionality",2138.03932927549,6,TRUE
2013,"project",-61673.002122961,6,TRUE
2013,"counterfactual",-153634.894743904,6,TRUE
2013,"additionality",91961.8926209435,6,TRUE
2014,"project",-12178.4397088885,6,TRUE
2014,"counterfactual",-101834.603641383,6,TRUE
2014,"additionality",89656.1639324948,6,TRUE
2015,"project",-35345.7727350816,6,TRUE
2015,"counterfactual",-141215.401581243,6,TRUE
2015,"additionality",105869.628846161,6,TRUE
2016,"project",-81842.8878542334,6,TRUE
2016,"counterfactual",-130766.258388691,6,TRUE
2016,"additionality",48923.3705344573,6,TRUE
2017,"project",-37981.6398493722,6,TRUE
2017,"counterfactual",-167977.575244412,6,TRUE
2017,"additionality",129995.93539504,6,TRUE
2018,"project",-71545.7131434083,6,TRUE
2018,"counterfactual",-195237.576692596,6,TRUE
2018,"additionality",123691.863549188,6,TRUE
2019,"project",-65398.8500717506,6,TRUE
2019,"counterfactual",-290055.428711705,6,TRUE
2019,"additionality",224656.578639954,6,TRUE
2020,"project",-11397.6361303031,6,TRUE
2020,"counterfactual",-219788.346931875,6,TRUE
2020,"additionality",208390.710801572,6,TRUE
2021,"project",-28339.5016977713,6,TRUE
2021,"counterfactual",-121412.336323127,6,TRUE
2021,"additionality",93072.8346253559,6,TRUE
1991,"project",-27071.35091912,7,FALSE
1991,"counterfactual",-17403.0113051459,7,FALSE
1991,"additionality",-9668.33961397409,7,FALSE
1992,"project",0,7,FALSE
1992,"counterfactual",0,7,FALSE
1992,"additionality",0,7,FALSE
1993,"project",0,7,FALSE
1993,"counterfactual",0,7,FALSE
1993,"additionality",0,7,FALSE
1994,"project",0,7,FALSE
1994,"counterfactual",-3867.33584558964,7,FALSE
1994,"additionality",3867.33584558964,7,FALSE
1995,"project",0,7,FALSE
1995,"counterfactual",-7734.67169119418,7,FALSE
1995,"additionality",7734.67169119418,7,FALSE
1996,"project",0,7,FALSE
1996,"counterfactual",0,7,FALSE
1996,"additionality",0,7,FALSE
1997,"project",0,7,FALSE
1997,"counterfactual",0,7,FALSE
1997,"additionality",0,7,FALSE
1998,"project",-15469.3433823735,7,FALSE
1998,"counterfactual",-27071.3509191126,7,FALSE
1998,"additionality",11602.0075367391,7,FALSE
1999,"project",-9668.33961396664,7,FALSE
1999,"counterfactual",-7734.67169117928,7,FALSE
1999,"additionality",-1933.66792278737,7,FALSE
2000,"project",-16045.7755544707,7,FALSE
2000,"counterfactual",-9668.33961398154,7,FALSE
2000,"additionality",-6377.43594048917,7,FALSE
2001,"project",-19336.6792279407,7,FALSE
2001,"counterfactual",-27647.7830912396,7,FALSE
2001,"additionality",8311.10386329889,7,FALSE
2002,"project",-13535.6754595712,7,FALSE
2002,"counterfactual",-13535.6754595637,7,FALSE
2002,"additionality",-7.45058059692383e-09,7,FALSE
2003,"project",-48341.698069863,7,FALSE
2003,"counterfactual",-29005.0188419297,7,FALSE
2003,"additionality",-19336.6792279333,7,FALSE
2004,"project",-4532.85298975557,7,FALSE
2004,"counterfactual",-3867.33584558964,7,FALSE
2004,"additionality",-665.517144165933,7,FALSE
2005,"project",-12178.4397088736,7,FALSE
2005,"counterfactual",-8400.18883533031,7,FALSE
2005,"additionality",-3778.25087354332,7,FALSE
2006,"project",-21270.3471507505,7,FALSE
2006,"counterfactual",-39826.2228001133,7,FALSE
2006,"additionality",18555.8756493628,7,FALSE
2007,"project",-64963.9057964385,7,FALSE
2007,"counterfactual",-64387.4736243337,7,FALSE
2007,"additionality",-576.432172104716,7,FALSE
2008,"project",-11602.0075367838,7,FALSE
2008,"counterfactual",-7734.67169117182,7,FALSE
2008,"additionality",-3867.33584561199,7,FALSE
2009,"project",-23869.5322176814,7,FALSE
2009,"counterfactual",-29005.0188419372,7,FALSE
2009,"additionality",5135.48662425578,7,FALSE
2010,"project",-25137.6829963326,7,FALSE
2010,"counterfactual",-15469.3433823511,7,FALSE
2010,"additionality",-9668.33961398154,7,FALSE
2011,"project",-16045.7755544633,7,FALSE
