"year","var","val","n_sim","started"
2013,"counterfactual",-1969980.37011561,3,TRUE
2013,"additionality",-1541356.05421364,3,TRUE
2014,"project",-1496710.96299526,3,TRUE
2014,"counterfactual",-1124820.49716625,3,TRUE
2014,"additionality",-371890.465829015,3,TRUE
2015,"project",-745803.584851682,3,TRUE
2015,"counterfactual",-1076130.09956038,3,TRUE
2015,"additionality",330326.514708698,3,TRUE
2016,"project",-1311826.83700225,3,TRUE
2016,"counterfactual",-1121566.43594012,3,TRUE
2016,"additionality",-190260.401062131,3,TRUE
2017,"project",-611758.270478606,3,TRUE
2017,"counterfactual",-963595.125498563,3,TRUE
2017,"additionality",351836.855019957,3,TRUE
2018,"project",-1866322.01395571,3,TRUE
2018,"counterfactual",-1885023.69594613,3,TRUE
2018,"additionality",18701.6819904149,3,TRUE
2019,"project",-857128.111017764,3,TRUE
2019,"counterfactual",-812661.18096149,3,TRUE
2019,"additionality",-44466.9300562739,3,TRUE
2020,"project",-1216075.69242081,3,TRUE
2020,"counterfactual",-810208.844965041,3,TRUE
2020,"additionality",-405866.84745577,3,TRUE
2021,"project",-478006.398019642,3,TRUE
2021,"counterfactual",-538292.991267025,3,TRUE
2021,"additionality",60286.5932473838,3,TRUE
1991,"project",0,4,FALSE
1991,"counterfactual",0,4,FALSE
1991,"additionality",0,4,FALSE
1992,"project",0,4,FALSE
1992,"counterfactual",0,4,FALSE
1992,"additionality",0,4,FALSE
1993,"project",0,4,FALSE
1993,"counterfactual",0,4,FALSE
1993,"additionality",0,4,FALSE
1994,"project",-5800.71783789992,4,FALSE
1994,"counterfactual",-27070.0165768564,4,FALSE
1994,"additionality",21269.2987389565,4,FALSE
1995,"project",-15468.5809009671,4,FALSE
1995,"counterfactual",-34804.3070272803,4,FALSE
1995,"additionality",19335.7261263132,4,FALSE
1996,"project",0,4,FALSE
1996,"counterfactual",0,4,FALSE
1996,"additionality",0,4,FALSE
1997,"project",0,4,FALSE
1997,"counterfactual",-1933.57261261344,4,FALSE
1997,"additionality",1933.57261261344,4,FALSE
1998,"project",0,4,FALSE
1998,"counterfactual",-1933.57261261344,4,FALSE
1998,"additionality",1933.57261261344,4,FALSE
1999,"project",-25712.8477240801,4,FALSE
1999,"counterfactual",-127615.79243353,4,FALSE
1999,"additionality",101902.94470945,4,FALSE
2000,"project",-274567.310993314,4,FALSE
2000,"counterfactual",-267409.424302667,4,FALSE
2000,"additionality",-7157.88669064641,4,FALSE
2001,"project",-120457.905742854,4,FALSE
2001,"counterfactual",-296785.055918932,4,FALSE
2001,"additionality",176327.150176078,4,FALSE
2002,"project",-370837.218958706,4,FALSE
2002,"counterfactual",-299090.67095837,4,FALSE
2002,"additionality",-71746.5480003357,4,FALSE
2003,"project",-225038.507918596,4,FALSE
2003,"counterfactual",-194882.111209452,4,FALSE
2003,"additionality",-30156.3967091441,4,FALSE
2004,"project",-183485.036866724,4,FALSE
2004,"counterfactual",-221171.36269334,4,FALSE
2004,"additionality",37686.3258266151,4,FALSE
2005,"project",-816842.728237599,4,FALSE
2005,"counterfactual",-447567.039464742,4,FALSE
2005,"additionality",-369275.688772857,4,FALSE
2006,"project",-290345.053911,4,FALSE
2006,"counterfactual",-556591.190625608,4,FALSE
2006,"additionality",266246.136714607,4,FALSE
2007,"project",-332684.530090004,4,FALSE
2007,"counterfactual",-448735.567086995,4,FALSE
2007,"additionality",116051.03699699,4,FALSE
2008,"project",-341990.830794692,4,FALSE
2008,"counterfactual",-387678.688815057,4,FALSE
2008,"additionality",45687.8580203652,4,FALSE
2009,"project",-933281.527763963,4,FALSE
2009,"counterfactual",-423782.524319142,4,FALSE
2009,"additionality",-509499.003444821,4,FALSE
2010,"project",-1018568.32408687,4,TRUE
2010,"counterfactual",-1100082.29579973,4,TRUE
2010,"additionality",81513.9717128575,4,TRUE
2011,"project",-1334573.82538015,4,TRUE
2011,"counterfactual",-1179479.29370376,4,TRUE
2011,"additionality",-155094.531676382,4,TRUE
2012,"project",-355829.761065573,4,TRUE
2012,"counterfactual",-813169.464276999,4,TRUE
2012,"additionality",457339.703211427,4,TRUE
2013,"project",-3479754.738323,4,TRUE
2013,"counterfactual",-2053412.19433865,4,TRUE
2013,"additionality",-1426342.54398435,4,TRUE
2014,"project",-1548802.14278421,4,TRUE
2014,"counterfactual",-1191882.4546091,4,TRUE
2014,"additionality",-356919.688175112,4,TRUE
2015,"project",-791643.403863311,4,TRUE
2015,"counterfactual",-973325.868971884,4,TRUE
2015,"additionality",181682.465108573,4,TRUE
2016,"project",-1258918.21188104,4,TRUE
2016,"counterfactual",-1130652.65520921,4,TRUE
2016,"additionality",-128265.556671828,4,TRUE
2017,"project",-680559.919269472,4,TRUE
2017,"counterfactual",-925468.636800736,4,TRUE
2017,"additionality",244908.717531264,4,TRUE
2018,"project",-1899098.42775512,4,TRUE
2018,"counterfactual",-1905192.58750713,4,TRUE
2018,"additionality",6094.1597520113,4,TRUE
2019,"project",-807903.229925573,4,TRUE
2019,"counterfactual",-772003.755754471,4,TRUE
2019,"additionality",-35899.474171102,4,TRUE
2020,"project",-1207633.99735588,4,TRUE
2020,"counterfactual",-811922.336142063,4,TRUE
2020,"additionality",-395711.661213815,4,TRUE
2021,"project",-390696.948503047,4,TRUE
2021,"counterfactual",-527309.879624575,4,TRUE
2021,"additionality",136612.931121528,4,TRUE
1991,"project",0,5,FALSE
1991,"counterfactual",0,5,FALSE
1991,"additionality",0,5,FALSE
1992,"project",0,5,FALSE
1992,"counterfactual",0,5,FALSE
1992,"additionality",0,5,FALSE
1993,"project",0,5,FALSE
1993,"counterfactual",0,5,FALSE
1993,"additionality",0,5,FALSE
1994,"project",-3867.14522525668,5,FALSE
1994,"counterfactual",-56073.6057662666,5,FALSE
1994,"additionality",52206.4605410099,5,FALSE
1995,"project",-9667.863063097,5,FALSE
1995,"counterfactual",-30937.1618020833,5,FALSE
1995,"additionality",21269.2987389863,5,FALSE
1996,"project",0,5,FALSE
1996,"counterfactual",0,5,FALSE
1996,"additionality",0,5,FALSE
1997,"project",0,5,FALSE
1997,"counterfactual",0,5,FALSE
1997,"additionality",0,5,FALSE
1998,"project",0,5,FALSE
1998,"counterfactual",-3867.14522522688,5,FALSE
1998,"additionality",3867.14522522688,5,FALSE
1999,"project",-29003.5891894698,5,FALSE
1999,"counterfactual",-141150.800721914,5,FALSE
1999,"additionality",112147.211532444,5,FALSE
2000,"project",-247497.294416547,5,FALSE
2000,"counterfactual",-267985.828062564,5,FALSE
2000,"additionality",20488.5336460173,5,FALSE
2001,"project",-157195.785382777,5,FALSE
2001,"counterfactual",-309743.660447478,5,FALSE
2001,"additionality",152547.875064701,5,FALSE
2002,"project",-392887.282790512,5,FALSE
2002,"counterfactual",-250379.313215822,5,FALSE
2002,"additionality",-142507.96957469,5,FALSE
2003,"project",-223885.700398892,5,FALSE
2003,"counterfactual",-176327.150176078,5,FALSE
2003,"additionality",-47558.5502228141,5,FALSE
2004,"project",-217508.578801125,5,FALSE
2004,"counterfactual",-212079.90339005,5,FALSE
2004,"additionality",-5428.67541107535,5,FALSE
2005,"project",-745876.945330232,5,FALSE
2005,"counterfactual",-443495.532906443,5,FALSE
2005,"additionality",-302381.41242379,5,FALSE
2006,"project",-278733.138166875,5,FALSE
2006,"counterfactual",-580538.146830797,5,FALSE
2006,"additionality",301805.008663923,5,FALSE
2007,"project",-312478.958289742,5,FALSE
2007,"counterfactual",-407386.457368106,5,FALSE
2007,"additionality",94907.4990783632,5,FALSE
2008,"project",-388218.412335604,5,FALSE
2008,"counterfactual",-396413.825794071,5,FALSE
2008,"additionality",8195.41345846653,5,FALSE
2009,"project",-843027.179037899,5,FALSE
2009,"counterfactual",-437202.251855552,5,FALSE
2009,"additionality",-405824.927182347,5,FALSE
2010,"project",-1014061.89469159,5,TRUE
2010,"counterfactual",-1014978.90067318,5,TRUE
2010,"additionality",917.005981594324,5,TRUE
2011,"project",-1315070.41816005,5,TRUE
2011,"counterfactual",-1227525.16710535,5,TRUE
2011,"additionality",-87545.2510547042,5,TRUE
2012,"project",-323100.507573754,5,TRUE
2012,"counterfactual",-772611.599719495,5,TRUE
2012,"additionality",449511.092145741,5,TRUE
2013,"project",-3357808.66287285,5,TRUE
2013,"counterfactual",-1983206.21638733,5,TRUE
2013,"additionality",-1374602.44648552,5,TRUE
2014,"project",-1525153.86852732,5,TRUE
2014,"counterfactual",-1105159.88892072,5,TRUE
2014,"additionality",-419993.979606599,5,TRUE
2015,"project",-712917.130334437,5,TRUE
2015,"counterfactual",-1042462.87995028,5,TRUE
2015,"additionality",329545.749615848,5,TRUE
2016,"project",-1264210.64640352,5,TRUE
2016,"counterfactual",-1136259.49178243,5,TRUE
2016,"additionality",-127951.154621094,5,TRUE
2017,"project",-733159.382373989,5,TRUE
2017,"counterfactual",-954466.985955983,5,TRUE
2017,"additionality",221307.603581995,5,TRUE
2018,"project",-1777178.55247581,5,TRUE
2018,"counterfactual",-1858247.12128347,5,TRUE
2018,"additionality",81068.5688076615,5,TRUE
2019,"project",-760999.683975309,5,TRUE
2019,"counterfactual",-782253.262611657,5,TRUE
2019,"additionality",21253.5786363482,5,TRUE
2020,"project",-1156375.98300162,5,TRUE
2020,"counterfactual",-762189.171734333,5,TRUE
2020,"additionality",-394186.811267287,5,TRUE
2021,"project",-477707.716071397,5,TRUE
2021,"counterfactual",-539728.760632485,5,TRUE
2021,"additionality",62021.0445610881,5,TRUE
1991,"project",0,6,FALSE
1991,"counterfactual",0,6,FALSE
1991,"additionality",0,6,FALSE
1992,"project",0,6,FALSE
1992,"counterfactual",0,6,FALSE
1992,"additionality",0,6,FALSE
1993,"project",0,6,FALSE
1993,"counterfactual",0,6,FALSE
1993,"additionality",0,6,FALSE
1994,"project",-7734.39928919077,6,FALSE
1994,"counterfactual",-36738.3966234624,6,FALSE
1994,"additionality",29003.9973342717,6,FALSE
1995,"project",-13535.1987560093,6,FALSE
1995,"counterfactual",-23203.1978674233,6,FALSE
1995,"additionality",9667.99911141396,6,FALSE
1996,"project",0,6,FALSE
1996,"counterfactual",0,6,FALSE
1996,"additionality",0,6,FALSE
1997,"project",0,6,FALSE
1997,"counterfactual",-1933.59982225299,6,FALSE
1997,"additionality",1933.59982225299,6,FALSE
1998,"project",0,6,FALSE
1998,"counterfactual",-1933.5998223424,6,FALSE
1998,"additionality",1933.5998223424,6,FALSE
1999,"project",-33447.6088499427,6,FALSE
1999,"counterfactual",-110791.601741403,6,FALSE
1999,"additionality",77343.9928914607,6,FALSE
2000,"project",-240919.201705694,6,FALSE
2000,"counterfactual",-262188.799750835,6,FALSE
2000,"additionality",21269.5980451405,6,FALSE
2001,"project",-163575.208814293,6,FALSE
2001,"counterfactual",-303370.807889968,6,FALSE
2001,"additionality",139795.599075675,6,FALSE
2002,"project",-409682.117360234,6,FALSE
2002,"counterfactual",-305676.455374539,6,FALSE
2002,"additionality",-104005.661985695,6,FALSE
2003,"project",-171886.019974589,6,FALSE
2003,"counterfactual",-182502.478619397,6,FALSE
2003,"additionality",10616.4586448073,6,FALSE
2004,"project",-226026.814998507,6,FALSE
2004,"counterfactual",-225618.086580873,6,FALSE
2004,"additionality",-408.728417634964,6,FALSE
2005,"project",-800195.919951111,6,FALSE
2005,"counterfactual",-462224.679468811,6,FALSE
2005,"additionality",-337971.240482301,6,FALSE
2006,"project",-270719.695443749,6,FALSE
2006,"counterfactual",-573760.37653479,6,FALSE
2006,"additionality",303040.68109104,6,FALSE
2007,"project",-291213.757516772,6,FALSE
2007,"counterfactual",-420466.259458482,6,FALSE
2007,"additionality",129252.501941711,6,FALSE
2008,"project",-370936.759403646,6,FALSE
2008,"counterfactual",-421786.766654223,6,FALSE
2008,"additionality",50850.0072505772,6,FALSE
2009,"project",-902970.15657571,6,FALSE
2009,"counterfactual",-379981.18567273,6,FALSE
2009,"additionality",-522988.970902979,6,FALSE
2010,"project",-1039537.84917301,6,TRUE
2010,"counterfactual",-1079383.62979266,6,TRUE
2010,"additionality",39845.7806196511,6,TRUE
2011,"project",-1262866.00859299,6,TRUE
2011,"counterfactual",-1215993.24325335,6,TRUE
2011,"additionality",-46872.7653396428,6,TRUE
2012,"project",-373583.013903022,6,TRUE
2012,"counterfactual",-773209.364165783,6,TRUE
2012,"additionality",399626.350262761,6,TRUE
2013,"project",-3386760.3499743,6,TRUE
2013,"counterfactual",-2015659.91230449,6,TRUE
2013,"additionality",-1371100.43766981,6,TRUE
2014,"project",-1604390.0422447,6,TRUE
2014,"counterfactual",-1170383.34392229,6,TRUE
2014,"additionality",-434006.698322415,6,TRUE
2015,"project",-727374.140194118,6,TRUE
2015,"counterfactual",-994174.234914094,6,TRUE
2015,"additionality",266800.094719976,6,TRUE
2016,"project",-1172201.66137028,6,TRUE
2016,"counterfactual",-1157057.74948305,6,TRUE
2016,"additionality",-15143.9118872285,6,TRUE
2017,"project",-711318.449528843,6,TRUE
2017,"counterfactual",-961460.24117282,6,TRUE
2017,"additionality",250141.791643977,6,TRUE
2018,"project",-1872825.05063558,6,TRUE
2018,"counterfactual",-1899235.19454968,6,TRUE
2018,"additionality",26410.1439141035,6,TRUE
2019,"project",-815397.473025471,6,TRUE
2019,"counterfactual",-742140.764311224,6,TRUE
2019,"additionality",-73256.7087142467,6,TRUE
2020,"project",-1227773.00585631,6,TRUE
2020,"counterfactual",-837122.96045959,6,TRUE
2020,"additionality",-390650.045396715,6,TRUE
2021,"project",-419219.113773614,6,TRUE
2021,"counterfactual",-570239.024012893,6,TRUE
2021,"additionality",151019.910239279,6,TRUE
1991,"project",0,7,FALSE
1991,"counterfactual",0,7,FALSE
1991,"additionality",0,7,FALSE
1992,"project",0,7,FALSE
1992,"counterfactual",0,7,FALSE
1992,"additionality",0,7,FALSE
1993,"project",0,7,FALSE
1993,"counterfactual",0,7,FALSE
1993,"additionality",0,7,FALSE
1994,"project",-5800.71783789992,7,FALSE
1994,"counterfactual",-32870.7344146967,7,FALSE
1994,"additionality",27070.0165767968,7,FALSE
1995,"project",-23202.8713515103,7,FALSE
1995,"counterfactual",-19335.7261263132,7,FALSE
1995,"additionality",-3867.14522519708,7,FALSE
1996,"project",0,7,FALSE
1996,"counterfactual",0,7,FALSE
1996,"additionality",0,7,FALSE
1997,"project",0,7,FALSE
1997,"counterfactual",-1933.57261261344,7,FALSE
1997,"additionality",1933.57261261344,7,FALSE
1998,"project",0,7,FALSE
1998,"counterfactual",-3867.14522525668,7,FALSE
1998,"additionality",3867.14522525668,7,FALSE
1999,"project",-19912.1298861504,7,FALSE
1999,"counterfactual",-149461.494932264,7,FALSE
1999,"additionality",129549.365046114,7,FALSE
2000,"project",-269919.400675207,7,FALSE
2000,"counterfactual",-261608.706464857,7,FALSE
2000,"additionality",-8310.69421035051,7,FALSE
2001,"project",-156991.424049765,7,FALSE
2001,"counterfactual",-278230.094885528,7,FALSE
2001,"additionality",121238.670835763,7,FALSE
2002,"project",-388815.776232213,7,FALSE
2002,"counterfactual",-327145.813961118,7,FALSE
2002,"additionality",-61669.9622710943,7,FALSE
2003,"project",-201463.594140232,7,FALSE
2003,"counterfactual",-206687.908218265,7,FALSE
2003,"additionality",5224.31407803297,7,FALSE
2004,"project",-230556.26391077,7,FALSE
2004,"counterfactual",-190438.562224299,7,FALSE
2004,"additionality",-40117.7016864717,7,FALSE
2005,"project",-792115.006939501,7,FALSE
2005,"counterfactual",-472871.164522707,7,FALSE
2005,"additionality",-319243.842416793,7,FALSE
2006,"project",-265030.448784649,7,FALSE
2006,"counterfactual",-558524.763238251,7,FALSE
2006,"additionality",293494.314453602,7,FALSE
2007,"project",-282359.241819859,7,FALSE
2007,"counterfactual",-433560.428100079,7,FALSE
2007,"additionality",151201.186280221,7,FALSE
2008,"project",-349751.32141611,7,FALSE
2008,"counterfactual",-375207.407465249,7,FALSE
2008,"additionality",25456.0860491395,7,FALSE
2009,"project",-892917.544471085,7,FALSE
2009,"counterfactual",-428802.477064162,7,FALSE
2009,"additionality",-464115.067406923,7,FALSE
2010,"project",-1071817.55142981,7,TRUE
2010,"counterfactual",-1065781.03205377,7,TRUE
2010,"additionality",-6036.51937603951,7,TRUE
2011,"project",-1371222.624439,7,TRUE
2011,"counterfactual",-1183425.03944167,7,TRUE
2011,"additionality",-187797.584997326,7,TRUE
2012,"project",-291497.861430734,7,TRUE
2012,"counterfactual",-763645.901236475,7,TRUE
2012,"additionality",472148.03980574,7,TRUE
2013,"project",-3501170.75801897,7,TRUE
2013,"counterfactual",-2011287.55956107,7,TRUE
2013,"additionality",-1489883.1984579,7,TRUE
2014,"project",-1575206.67502013,7,TRUE
2014,"counterfactual",-1112616.45755967,7,TRUE
